ident,text,items,faults,actions
100843,NUMBER FOUR ROCKER COVER IS LEAKING . REMOVED AND REPLACED ROCKER COVER .,rocker cover,leaking,removed; replaced
100844,RIGHT-HAND ENGINE ROCKER COVER SCREWS LOOSE . TIGHTENED SCREWS .,engine; rocker cover screws; screws,loose,tightened
100845,RIGHT-HAND ENGINE CYLINDER NUMBER THREE INTAKE IS LEAKING . REMOVED AND REPLACED RIGHT-HAND NUMBER THREE INTAKE GASKET .,engine; cylinder; intake; intake gasket,leaking,removed; replaced
100846,"NUMBER TWO , AND NUMBER THREE ROCKER COVER GASKETS LEAKING . REMOVED AND REPLACED NUMBER TWO , AND NUMBER THREE ROCKER COVER GASKETS . REPLACED",rocker cover gaskets,leaking,removed; replaced
100847,NUMBER TWO INTAKE GASKET LEAKING . REMOVED AND REPLACED INTAKE GASKET WITH NEW .,intake gasket,leaking,removed; replaced
100848,OIL COOLER HOSE REQUIRES REPOSITIONING . REPOSITIONED AND TIGHTENED OIL HOSE .,oil cooler hose; oil hose,,repositioning; repositioned; tightened
100849,NUMBER ONE AND NUMBER TWO ROCKER COVERS MISSING TWO SCREWS . REPLACED SCREWS .,rocker covers; screws,missing,replaced
100850,"NUMBERS TWO , THREE AND FOUR ROCKER COVERS LEAK . REMOVED AND REPLACED ROCKER COVER GASKETS .",rocker covers; rocker cover gaskets,leak,removed; replaced
100851,LEFT-HAND BAFFLE OUTBOARD TIE ROD IS BROKEN . REMOVED AND REPLACED LEFT-HAND BAFFLE TIE ROD .,baffle; tie rod; baffle tie rod,broken,removed; replaced
100852,"LEFT-HAND REAR BAFFLE MOUNT IS LOOSE . SECURED HARDWARE , BAFFLE CHECKS GOOD FOR SECURITY .",baffle mount; hardware,loose,secured; baffle checks
100853,ENGINE IDLES VERY IRRATICALLY BELOW 1150 RPM . TRIED MAKING SEVERAL IDLE MIXTURE ADJUSTMENTS . REPLACED,engine,idles very irratically,tried making several idle mixture adjustments; replaced
100854,ENGINE IDLES VERY IRRATICALLY BELOW 1150 RPM . REPLACED FUEL PUMP . PROBLEM PERSISTED,engine; fuel pump,idles very irratically,replaced
100855,ENGINE IDLES VERY IRRATICALLY BELOW 1150 RPM . RETIMED BOTH MAGNETOS . BEGAN REPLACEMENT OF FUEL INJECTOR,engine; magnetos; fuel injector,idles very irratically,retimed; began replacement
100856,"ENGINE IDLES VERY IRRATICALLY BELOW 1150 RPM . STARTED ENGINE IN HANGAR , OPERATIONS CHECK GOOD AT AND BELOW 100",engine,idles very irratically,started; operations check
100857,TOP CENTER BAFFLE SCREW IS HITTING MOUNT INSPECTED AND DETERMINED SCRATCH WAS NEGLIGIBLE . BLENDED,center baffle screw; scratch; negligible,hitting mount,inspected; determined
100858,RIGHT-HAND ENGINE NUMBER TWO AND NUMBER THREE INTAKE GASKETS ARE LEAKING . INSTALLED NEW GASKETS .,engine; intake gaskets; gaskets,leaking,installed
100859,NUMBER TWO AND NUMBER THREE ROCKER COVER GASKETS LEAKING . REMOVED AND REPLACED NUMBER TWO AND NUMBER THREE ROCKER COVER GASKETS .,rocker cover gaskets,leaking,removed; replaced
100860,NUMBER THREE BAFFLE IS MISSING SCREW ON BRACKET . INSTALLED NEW SCREW .,baffle; screw; bracket,missing,installed
100861,"NUMBERS TWO , THREE AND FOUR ROCKER COVERS ARE LEAKING . REMOVED AND REPLACED ROCKER COVER GASKETS .",rocker covers; rocker cover gaskets,leaking,removed; replaced
100862,NUMBER TWO INTAKE GASKET LEAKS . REMOVED AND REPLACED INTAKE GASKET .,intake gasket,leaks,removed; replaced
100863,"NUMBERS ONE , THREE , AND FOUR ROCKER COVER GASKETS LEAKING . REMOVED AND REPLACED ROCKER COVER GASKETS .",rocker cover gaskets,leaking,removed; replaced
100864,INTAKE TUBE NUMBER TWO LEAKING . REMOVED AND REPLACED INTAKE GASKET NUMBER TWO .,intake tube; intake gasket,leaking,removed; replaced
100865,"REAR RIGHT-HAND ENGINE BAFFLE BRACKET RIVETS LOOSE . REMOVED BAFFLE , INSTALLED NEW BRACKET HARDWARE . REINSTALLED",engine; baffle bracket; rivets; baffle; bracket hardware,loose,removed; installed
100866,NUMBER ONE INTAKE HAS EVIDENCE OF LEAKING . REPLACED GASKET .,intake; gasket,leaking,replaced
100867,NUMBER FOUR INTAKE GASKET IS LEAKING . REPLACED GASKET .,intake gasket; gasket,leaking,replaced
100868,CYLINDER NUMBER TWO AND NUMBER FOUR INTAKES ARE LEAKING . REMOVED AND REPLACED INTAKE GASKETS .,cylinder; intakes; intake gaskets,leaking,removed; replaced
100869,NUMBER TWO INDUCTION TUBE GASKET LEAKING . INSTALLED NEW INDUCTION TUBE GASKET .,induction tube gasket,leaking,installed
100870,NUMBER TWO AND NUMBER ONE ROCKER COVERS LEAKING . REMOVED AND REPLACED ROCKER COVER GASKETS WITH NEW .,rocker covers; rocker cover gaskets,leaking,removed; replaced
100871,RIGHT-HAND BAFFLE SPRING BROKEN . REMOVED AND REPLACED BAFFLE SPRING WITH NEW .,baffle spring,broken,removed; replaced
100872,RIGHT-HAND AFT BAFFLE CRACKED . INSPECTED AND FOUND CRACK TO HAVE BEEN PREVIOUSLY REPAIRE,baffle,cracked; crack,inspected
100873,FELT VIBRATION LIKE STUCK VALVE IN FLIGHT . STARTED DISASSEMBLY FOR VALVE REAMING .,valve,stuck; vibration,started disassembly; reaming
100874,FELT VIBRATION LIKE STUCK VALVE IN FLIGHT . FINISHED DISASSEMBLY AND BEGAN REAMING EXHAUST VALVES .,valve; exhaust valves,stuck; vibration,finished disassembly; began reaming
100875,FELT VIBRATION LIKE STUCK VALVE IN FLIGHT . FINISHED REAMING ALL FOUR EXHAUST VALVE GUIDES . BEGAN REAS,valve; exhaust valve guides,stuck; vibration,finished reaming
100876,"FELT VIBRATION LIKE STUCK VALVE IN FLIGHT . COMPLETED ASSEMBLY OF BAFFLES , CLAMPS , FUEL SUPPLY HOSE , OI",valve; baffles; clamps; fuel supply hose,stuck; vibration,completed assembly
100877,NUMBER TWO INTAKE ON RIGHT-HAND ENGINE LEAKING . REPLACED GASKET .,intake; engine; gasket,leaking,replaced
100878,NUMBER TWO AND NUMBER FOUR INTAKES LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED GASKETS .,intakes; engine; gaskets,leaking,removed; replaced
100879,NUMBER TWO ROCKER COVER LEAKING ON RIGHT-HAND ENGINE . REMOVED AND REPLACED GASKET .,rocker cover; engine; gasket,leaking,removed; replaced
100880,RIGHT-HAND BAFFLE SPRING BROKEN . REMOVED AND REPLACED BAFFLE SPRING WITH NEW .,baffle spring,broken,removed; replaced
100881,AFT BAFFLE BRACKET MISSING RIVETS . INSTALLED NEW RIVETS IN BRACKET . IN ACCORDANCE WITH STRUCTURAL,baffle bracket; rivets; bracket,missing,installed
100882,LEFT-HAND ENGINE CYLINDER NUMBER TWO INTAKE IS LEAKING . REPLACED INTAKE GASKET .,engine; cylinder; intake; intake gasket,leaking,replaced
100883,RIGHT-HAND ENGINE NUMBER THREE CYLINDER INTAKE IS LEAKING . REPLACED INTAKE GASKET .,engine; cylinder; intake; intake gasket,leaking,replaced
100884,LEFT-HAND ENGINE NUMBER FOUR INTAKE TUBE GASKET LEAKING . REPLACED INTAKE GASKET .,engine; intake tube gasket; intake gasket,leaking,replaced
100885,RIGHT-HAND ENGINE CYLINDER NUMBER ONE PRIMER LINE SLEEVE IS TORN . REPLACED TORN PRIMER LINE SLEEVE .,engine; cylinder; primer line sleeve,torn,replaced
100886,RIGHT-HAND ENGINE NUMBER TWO INTAKE IS LEAKING . REMOVED AND REPLACED GASKET .,engine; intake; gasket,leaking,removed; replaced
100887,LEFT-HAND ENGINE NUMBER TWO INTAKE IS LEAKING . REMOVED AND REPLACED NUMBER TWO INTAKE GASKET .,engine; intake; intake gasket,leaking,removed; replaced
100888,RIGHT-HAND ENGINE BAFFLE SEAL UNDER PROPELLER GOVERNOR IS LOOSE . RESECURED BAFFLE SEAL .,engine; baffle seal; propeller governor,loose,resecured
100889,LEFT-HAND ENGINE NUMBER TWO ROCKER COVER IS LEAKING . REMOVED AND REPLACED LEFT-HAND ENGINE NUMBER TWO ROCKER COVER GASKET .,engine; rocker cover; rocker cover gasket,leaking,removed; replaced
100890,"SCREW MISSING , LEFT-HAND AFT BAFFLING , ON ENGINE , BEHIND DIPSTICK TUB INSTALLED SCREW .",screw; baffling; engine; dipstick tub,missing,installed
100891,NUMBER 2 EGT READ HIGH 100 - 150 DEGREES ABOVE OTHER CYLS . REMOVED OBSTRUCTION FROM NUMBER TWO CYLINDER INJECTOR NOZZLE . REINST,egt; obstruction; cylinder; cylinder injector nozzle,,removed; reinst
100892,"LEFT-HAND ENGINE , LEFT-HAND MAGNETO HAD DROP OF THIRTY HUNDRED AND FIFTY RPM ON RUN UP . LEANE RAN UP AIRCRAFT , LEANED MIXTURE TO CLEAR . FOULED PLUG . MAGNETO DR",engine; magneto; aircraft; plug,fouled,ran up; leaned mixture
100893,"LEAKING INTAKE GASKETS , CYLINDER NUMBER TWO AND NUMBER THREE . REMOVED AND REPLACED INTAKE GASKETS .",intake gaskets; cylinder,leaking,removed; replaced
100894,NUMBER TWO AND NUMBER ONE ROCKER COVERS ARE LEAKING . REOMVED AND REPLACED ROCKER GASKETS .,rocker covers; rocker gaskets,leaking,reomved; replaced
100895,"RIGHT-HAND ENGINE , LEFT-HAND SIDE FORWARD COWL SEAL IS LOOSE . SECURED SEAL .",engine; cowl seal; seal,loose,secured
100896,LEFT-HAND ENGINE NUMBER THREE AND NUMBER FOUR ROCKER COVERS ARE LEAKING . REMOVED AND REPLACED LEFT-HAND ENGINE NUMBER THREE AND NUMBER FOUR ROCKER COVER GASKET,engine; rocker covers; rocker cover gasket,leaking,removed; replaced
100897,RIGHT-HAND ENGINE NUMBER THREE AND NUMBER FOUR ROCKER COVERS ARE LEAKING . REMOVED AND REPLACED RIGHT-HAND ENGINE NUMBER THREE AND NUMBER FOUR ROCKER COVER GASKET,engine; rocker covers; rocker cover gasket,leaking,removed; replaced
100898,CYLINDER NUMBER TWO AND NUMBER FOUR INTAKE GASKETS LEAKING . REMOVED AND REPLACED GASKETS .,cylinder; intake gaskets; gaskets,leaking,removed; replaced
100899,CYLINDER NUMBER THREE ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED GASKET .,cylinder; rocker cover gasket; gasket,leaking,removed; replaced
100900,NUMBER ONE AND NUMBER TWO ROCKER COVERS LEAKING . REMOVED AND REPLACED ONE AND TWO ROCKER COVER GASKETS .,rocker covers; rocker cover gaskets,leaking,removed; replaced
100901,CYLINDER NUMBER ONE INTAKE IS LEAKING . REPLACED GASKET .,cylinder; intake; gasket,leaking,replaced
100902,"RIGHT-HAND FORWARD BAFFLE SEAL NEEDS TO BE SECURED . REPLACED BAFFLE SEAL , FOUND UNSERVICEABLE .",baffle seal,,secured; replaced
100903,BACK LEFT-HAND BAFFLE HAS A CRACK . STOP DRILLED CRACK .,baffle,crack,stop drilled
100904,NUMBER TWO INTAKE IS LEAKING . REMOVED AND REPLACED INTAKE GASKET .,intake; intake gasket,leaking,removed; replaced
100905,NUMBER TWO ROCKER COVER LEAKING . REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET .,rocker cover; rocker cover gasket,leaking,removed; replaced
100906,NUMBER FOUR INTAKE LEAKING . REMOVED AND REPLACED NUMBER FOUR INTAKE GASKET .,intake; intake gasket,leaking,removed; replaced
100907,NUMBER FOUR ROCKER COVER LEAKING . REMOVED AND REPLACED NUMBER FOUR ROCKER COVER GASKET .,rocker cover; rocker cover gasket,leaking,removed; replaced
100908,TEST FLIGHT NEEDED FOR UNUSUAL VIBRATION . FOR TEST FLIGHT .,,vibration,test flight
100909,"TEST FLIGHT NEEDED FOR UNUSUAL VIBRATION . REMOVED , CLEANED AND INSTALLED NUMBER ONE AND NUMBER THREE FUEL INJECTOR NOZZLES .",fuel injector nozzles,vibration,test flight; removed; cleaned; installed
100910,"TEST FLIGHT NEEDED FOR UNUSUAL VIBRATION . REMOVED SPARK PLUGS , LEADS , SIDE BAFFLES , LOWER COUPLIN",spark plugs; baffles,vibration,test flight; removed
100911,"TEST FLIGHT NEEDED FOR UNUSUAL VIBRATION . REMOVED , CLEANED , REINSTALLED NUMBER TWO , AND NUMBER FOUR FUEL INJECTOR NOZZLES .",fuel injector nozzles,vibration,test flight; removed; cleaned; reinstalled
100912,CYLINDER NUMBER TWO INTAKE IS LEAKING . REMOVED AND REPLACED GASKET WITH NEW .,cylinder; intake; gasket,leaking,removed; replaced
100913,"NO COMPRESSION ON NUMBER FOUR CYLINDER . RAN UP AIRCRAFT SECOND TIME , COMPRESSIONS ABOUT 20 PSI .",cylinder; aircraft,no compression,ran up
100914,NO COMPRESSION ON NUMBER FOUR CYLINDER . STAKED VALVES . COMPRESSION ROSE TO 76/80 AFTER STAKING,cylinder; valves,no compression,staked
100915,"CYLINDER NUMBER ONE EXHAUST VALVE IS STICKING , FORTY OUT OF EIGHTY . ATTEMPTED TO STAKE VALVE . BUT COMPRESSION REMAINS AT FORTY OUT OF EIGHTY",cylinder; exhaust valve; valve,sticking,attempted to stake
100916,"CYLINDER NUMBER ONE EXHAUST VALVE IS STICKING , FORTY OUT OF EIGHTY . RAN AIRCRAFT , COMPRESSIONS REMAINS LOW . DISASSEMBLED AS REQUIRED",cylinder; exhaust valve; aircraft,low; sticking,ran; disassembled
100917,"CYLINDER NUMBER ONE EXHAUST VALVE IS STICKING , FORTY OUT OF EIGHTY . COMPLETED CYLINDER INSTALLATION IN ACCORDANCE WITH LYCOMING OVERHAUL",cylinder; exhaust valve,sticking,installation
100918,"NUMBER THREE CYLINDER BAFFLE BRACKET RIVETS ARE LOOSE ON BACK SIDE OF BAFFLE REMOVED BAFFLE , REINSTALLED BRACKET . REINSTALLED BAFFLE",cylinder; baffle bracket; rivets; baffle; bracket,loose,removed; reinstalled
100919,CYLINDER NUMBER THREE ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED ROCKER COVER GASKET . CLEANED LEAKS .,cylinder; rocker cover gasket,leaking; leaks,removed; replaced; cleaned
100920,"FRONT RUBBER BAFFLE CHAFING ON STARTER GROUND WIRE . REMOVED RUBBER BAFFLE , TRIMMED AS NECESSARY AND REINSTALL",rubber baffle; starter ground wire,chafing,removed; trimmed
100921,"OVERSPEED OF 3300 IN FLIGHT . COMPRESSIONS : NUMBERS ONE-THREE , NUMBERS TWO-THREE , NUMBER THREE-FOUR , NUMBER THREE-FOUR , NUMBER FOUR . CHECK REQUIREME",,overspeed,compressions
100922,"NUMBER TWO , AND NUMBER FOUR ROCKER COVER GASKETS LEAKING . REMOVED AND REPLACED NUMBER TWO , AND NUMBER FOUR ROCKER COVER GASKETS .",rocker cover gaskets,leaking,removed; replaced
100923,LEFT-HAND ENGINE NUMBER FOUR INTAKE LEAKING . REPLACED GASKET .,engine; intake; gasket,leaking,replaced
100924,LEFT-HAND ENGINE NUMBER FOUR ROCKER COVER LEAKING . REPLACED GASKET .,engine; rocker cover; gasket,leaking,replaced
100925,RIGHT-HAND ENGINE NUMBER FOUR INTAKE LEAKING . REMOVED AND REPLACED NUMBER FOUR INTAKE GASKET ON RIGHT-HAND ENGINE .,engine; intake; intake gasket,leaking,removed; replaced
100926,RIGHT-HAND ENGINE IGNITION LEAD LACING CORE . BROKEN TO OIL . RIGGED LI REMOVED DAMAGED LACING CORD .,engine; lacing core; oil; lacing cord,broken; damaged,rigged; removed
100927,CYLINDER NUMBER TWO INTAKE IS LEAKING . REPLACED INTAKE GASKET .,cylinder; intake; intake gasket,leaking,replaced
100928,CYLINDER NUMBER TWO INTAKE GASKET LEAKING . REMOVED AND REPLACED GASKET WITH NEW .,cylinder; intake gasket; gasket,leaking,removed; replaced
100929,RING GEAR TEETH APPEAR TO BE DAMAGED . DRESSED RING GEAR TEETH .,ring gear teeth,damaged,dressed
100930,"CYLINDER NUMBER FOUR , AND NUMBER ONE ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED CYLINDER NUMBER ONE , AND NUMBER FOUR ROCKER COVER GASKETS .",cylinder; rocker cover gasket; rocker cover gaskets,leaking,removed; replaced
100931,NUMBER TWO CYLINDER INTAKE GASKET LEAKING . REMOVED AND REPLACED GASKET .,cylinder; intake gasket; gasket,leaking,removed; replaced
100932,ROCKER COVER FOR CYLINDER NUMBER TWO IS LEAKING . REMOVED AND REPLACED ROCKER COVER GASKET .,rocker cover; cylinder; rocker cover gasket,leaking,removed; replaced
100933,NUMBER THREE INTAKE GASKET LEAKING . REMOVED AND REPLACED NUMBER THREE INTAKE GASKET .,intake gasket,leaking,removed; replaced
100934,NUMBER FOUR ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED NUMBER FOUR ROCKER COVER GASKET .,rocker cover gasket,leaking,removed; replaced
100935,"REAR BAFFLE MOUNT SCREW IS LOOSE , BEHIND DIPSTICK TUBE . REMOVED DIPSTICK TUBE TO GAIN ACCESS . REMOVED SCREW , IN",baffle mount screw; dipstick tube; screw,loose,removed
100936,NUMBER TWO CYLINDER ROCKER COVER LEAKING . REMOVED AND REPLACED GASKET .,cylinder; rocker cover; gasket,leaking,removed; replaced
100937,NUMBER TWO CYLINDER INTAKE GASKET LEAKING . REMOVED AND REPLACED GASKET .,cylinder; intake gasket; gasket,leaking,removed; replaced
100938,NUMBER THREE ROCKER COVER LEAKING . REMOVED AND REPLACED NUMBER THREE ROCKER COVER GASKET .,rocker cover; rocker cover gasket,leaking,removed; replaced
100939,FRONT RIGHT-HAND BAFFLE SEAL IS NOT ATTACHED . FOUND SEAL TORN . REMOVED AND REPLACED BAFFLE SEAL .,baffle seal; seal,not attached; torn,found; removed; replaced
100940,"ENGINE RAN ROUGH . AFTER RPM ' S WERE STAB PERFORMED GROUND RUN , OPERATIONS CHECKED GOOD . DECOWLED , REMOV",engine,ran rough,ground run; operations checked; decowled
100941,ENGINE RAN ROUGH . AFTER RPM ' S WERE STAB REMOVED AND REPLACED NUMBER FOUR PISTON AND CYLINDER ASSEMBLY IN ACCORDANCE WITH LYCOMING DI,engine; piston; cylinder assembly,ran rough,removed; replaced
100942,"ENGINE RAN ROUGH . AFTER RPM ' S WERE STAB RAN UP AIRCRAFT , OPERATIONS AND LEAK CHECK GOOD .",engine; aircraft,ran rough,ran up; operations; leak check
100943,SCREW MISSING BEHIND NUMBER THREE BAFFLE . REPLACED SCREW .,screw; baffle,missing,replaced
100944,"NUMBER TWO , AND NUMBER FOUR INTAKES LEAKING . REMOVED AND REPLACED INTAKE GASKETS .",intakes; intake gaskets,leaking,removed; replaced
100945,FORWARD RIGHT-HAND BAFFLE SEAL IS TORN . REMOVED AND REPLACED BAFFLE SEAL .,baffle seal,torn,removed; replaced
100946,NUMBER THREE CYLINDER INTAKE GASKET IS LEAKING . REMOVED AND REPLACED GASKET .,cylinder; intake gasket; gasket,leaking,removed; replaced
100947,OIL COOLER STANDOFFS NEED ADJUSTMENT . ADJUSTED OIL COOLER STANDOFFS .,oil cooler standoffs,,adjustment; adjusted
100948,"ENGINE LEFT-HAND SIDE BAFFLE , MIDDLE MOUNT RIVETS ARE LOOSE . REPLACED LOOSE RIVETS .",engine; baffle; middle mount rivets; rivets,loose,replaced
100949,"LEFT-HAND AFT BAFFLE CRACKED PAST STOP DRILL . STOP DRILLED CRACK , CRACK WAS PREVIOUSLY PATCHED .",baffle,cracked; crack,stop drilled
100950,"ROCKER COVER GASKETS NUMBER TWO , AND NUMBER THREE LEAKING . REMOVED AND REPLACED ROCKER COVER GASKETS .",rocker cover gaskets,leaking,removed; replaced
100951,NUMBER TWO CYLINDER ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED ROCKER COVER GASKET .,cylinder; rocker cover gasket,leaking,removed; replaced
100952,"FULL POWER ONLY RESULTS IN 2640 RPM ON LEFT-HAND ENGINE AND 2600 RPM RAN UP AIRCRAFT , COULD NOT DUPLICATE DISCREPANCY . NO DEFECTS",engine; aircraft,,ran up
100953,LEFT-HAND ENGINE CYLINDER NUMBER FOUR INTAKE IS LEAKING . REMOVED AND REPLACED GASKET .,engine; cylinder; intake; gasket,leaking,removed; replaced
100954,RIGHT-HAND ENGINE CYLINDER NUMBER THREE AND NUMBER FOUR BAFFLE SEALS NEED TO BE INSTALLED . CORRECT REINSTALLED RIGHT-HAND ENGINE CYLINDER NUMBER THREE AND NUMBER FOUR BAFFLE SEALS PROPERLY .,engine; cylinder; baffle seals; baffle seals properly,,installed; reinstalled
100955,LEFT-HAND ENGINE CYLINDER NUMBER FOUR AFT AND NUMBER TWO SIDE BAFFLE SEAL NEEDS TO BE REATTAC REINSTALLED LEFT-HAND ENGINE CYLINDER NUMBER FOUR AFT AND NUMBER TWO SIDE BAFFLE SEALS,engine; cylinder; baffle seal; baffle seals,,reinstalled
100956,NUMBER TWO ROCKER COVER LEAKING . REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET .,rocker cover; rocker cover gasket,leaking,removed; replaced
100957,AFT RIGHT-HAND BAFFLE SCREW LOOSE . RESECURED LOOSE BAFFLE SCREW . REMOVED AND REPLACED SCREW .,baffle screw; screw,loose,resecured; removed; replaced
100958,NUMBER FOUR ROCKER COVER SCREWS LOOSE . TIGHTENED ALL ROCKER COVER SCREWS .,rocker cover screws,loose,tightened
100959,NUMBER TWO INTAKE GASKET IS LEAKING . REMOVED AND REPLACED GASKET .,intake gasket; gasket,leaking,removed; replaced
100960,NUMBER TWO CYLINDER ROCKER COVER IS MISSING A SCREW . INSTALLED NEW SCREW .,cylinder; rocker cover; screw,missing,installed
100961,RIGHT-HAND ENGINE NUMBER TWO ROCKER COVER LEAKING . REPLACED GASKET .,engine; rocker cover; gasket,leaking,replaced
100962,LEFT-HAND ENGINE NUMBER FOUR ROCKER COVER IS LEAKING . REPLACED GASKET .,engine; rocker cover; gasket,leaking,replaced
100963,"RIGHT-HAND ENGINE , NUMBER TWO AND NUMBER THREE INTAKES ARE LEAKING . REPLACED NUMBER TWO AND NUMBER THREE GASKETS .",engine; intakes; gaskets,leaking,replaced
100964,LEFT-HAND ENGINE NUMBER THREE AND NUMBER FOUR INTAKES ARE LEAKING . REPLACED GASKETS ON NUMBER THREE AND NUMBER FOUR INTAKES .,engine; intakes; gaskets,leaking,replaced
100965,RIGHT-HAND ENGINE OUTBOARD TOP CENTER BAFFLE SEAL IS LOOSE . TIGHTENED BAFFLE SEAL WITH POP RIVETS .,engine; center baffle seal; baffle seal; pop rivets,loose,tightened
100966,"LEFT-HAND ENGINE , NUMBER FOUR CYLINDER SIDE BAFFLE SEAL IS COMING LOOSE . RESECURED BAFFLE SEAL .",engine; cylinder; baffle seal,loose,resecured
100967,"RIGHT-HAND ENGINE , NUMBER THREE CYLINDER ROCKER COVER GASKET IS LEAKING . REMOVED AND REPLACED GASKET .",engine; cylinder; rocker cover gasket; gasket,leaking,removed; replaced
100968,"RIGHT-HAND ENGINE , NUMBER THREE CYLINDER INTAKE GASKET IS LEAKING . REMOVED AND REPLACED INTAKE GASKET .",engine; cylinder; intake gasket,leaking,removed; replaced
100969,"RIGHT-HAND ENGINE NUMBER THREE CYLINDER SIDE BAFFLE , BOTH BOLTS MISSING . INSTALLED NEW BOLTS AND WASHERS .",engine; cylinder; baffle; bolts; washers,missing,installed
100970,RIGHT-HAND REAR BAFFLE MOUNTING SCREW LOOSE . REMOVED AND REPLACED SCREW .,baffle mounting screw; screw,loose,removed; replaced
100971,NUMBER ONE ROCKER COVER LEAKING . REMOVED AND REPLACED NUMBER ONE ROCKER COVER GASKET .,rocker cover; rocker cover gasket,leaking,removed; replaced
100972,NUMBER FOUR INTAKE IS LEAKING . REMOVED AND REPLACED GASKET .,intake; gasket,leaking,removed; replaced
100973,NUMBER TWO ROCKER COVER LEAKING . REMOVED AND REPLACED GASKET .,rocker cover; gasket,leaking,removed; replaced
